# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361105,73,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361105,81,10,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
361105,96,9,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
361105,101,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
361105,410,9,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
361105,415,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361106,1,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361107,1,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
361107,15,9,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
361107,24,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361108,1,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361110,1,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361188,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361188,81,5,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
361188,85,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361193,1,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361195,1,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361197,1,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361197,846,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361197,948,9,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
361197,1054,10,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
361197,1305,12,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
361197,1650,13,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
361197,2066,15,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361223,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361223,54,5,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
361223,75,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361223,86,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361223,112,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361239,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361239,38,5,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
361239,43,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361239,53,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361239,115,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361239,886,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361239,1007,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361240,1,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
361240,15,9,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
361240,135,10,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
361240,321,12,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
361240,338,10,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
361240,351,12,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
361240,675,13,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361272,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361272,93,5,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
361272,107,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361280,1,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361283,1,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361284,1,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361297,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361297,34,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361297,321,5,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
361297,342,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361297,803,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361297,886,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361303,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361303,27,5,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
361303,30,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361303,38,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361303,40,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361303,65,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361303,70,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361303,104,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361303,108,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361303,945,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361303,1050,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
361303,1210,9,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
361303,1341,10,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
361303,1583,11,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361303,1586,12,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
361303,1921,13,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361318,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361318,26,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
361318,29,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361318,32,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361318,43,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361318,67,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361318,210,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361318,226,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361319,1,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361319,171,5,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361320,1,5,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
361320,13,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361320,204,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361320,266,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361333,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361333,28,5,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
361333,30,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361333,61,5,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
361333,65,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361333,67,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361333,71,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361361,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361361,52,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361361,60,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361361,98,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361362,1,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361363,1,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
361363,8,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361365,1,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361366,1,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361366,134,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361366,177,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361400,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361400,68,5,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
361400,79,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361400,88,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361400,98,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361417,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361417,51,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361417,627,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361417,703,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361417,931,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361417,1011,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
361417,1174,9,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
361417,1245,10,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
361417,1548,12,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361443,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361443,72,5,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
361443,81,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361443,144,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361443,154,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361443,234,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361443,236,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361443,938,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361443,998,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
361443,1157,9,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
361443,1273,10,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
361443,1497,12,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
361443,1844,13,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
361443,2214,15,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361443,2232,16,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361468,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361468,39,4,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
361468,294,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361468,356,5,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
361468,382,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361468,1033,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361468,1132,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
361468,1280,9,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
361468,1399,10,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
361468,1631,12,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361475,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361475,78,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361475,85,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361475,861,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361475,897,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
361475,1032,9,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
361475,1223,10,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361512,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361512,88,5,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
361512,132,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361512,828,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361512,908,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
361512,1075,9,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
361512,1190,10,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
361512,1430,12,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361569,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361569,49,5,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
361569,89,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361569,102,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361573,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361573,5,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361573,91,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361579,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361579,66,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361579,765,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
